location,project,lure
1466-NW,ABMI Ecosystem Health 2017,No
1466-SE,ABMI Ecosystem Health 2017,No
1466-SW,ABMI Ecosystem Health 2017,No
1467-NE,ABMI Ecosystem Health 2017,No
1467-NW,ABMI Ecosystem Health 2017,No
1467-SE,ABMI Ecosystem Health 2017,No
1467-SW,ABMI Ecosystem Health 2017,No
1468-NE,ABMI Ecosystem Health 2018,Yes
1468-NW,ABMI Ecosystem Health 2018,No
1468-SE,ABMI Ecosystem Health 2018,No
1468-SW,ABMI Ecosystem Health 2018,Yes
1469-NE,ABMI Ecosystem Health 2018,Yes
1469-NW,ABMI Ecosystem Health 2018,No
1469-SE,ABMI Ecosystem Health 2018,No
1469-SW,ABMI Ecosystem Health 2018,NA
1470-NE,ABMI Ecosystem Health 2017,Yes
1470-NW,ABMI Ecosystem Health 2017,No
1470-SE,ABMI Ecosystem Health 2017,No
1470-SW,ABMI Ecosystem Health 2017,Yes
1471-NE,ABMI Ecosystem Health 2016,No
1471-NW,ABMI Ecosystem Health 2016,Yes
1471-SE,ABMI Ecosystem Health 2016,No
1471-SW,ABMI Ecosystem Health 2016,No
1472-NE,ABMI Ecosystem Health 2016,No
1472-NW,ABMI Ecosystem Health 2016,NA
1472-SE,ABMI Ecosystem Health 2016,No
1472-SW,ABMI Ecosystem Health 2016,No
1473-NE,ABMI Ecosystem Health 2016,No
1473-NW,ABMI Ecosystem Health 2016,No
1473-SE,ABMI Ecosystem Health 2016,No
1473-SW,ABMI Ecosystem Health 2016,No
1474-NE,ABMI Ecosystem Health 2018,Yes
1474-SW,ABMI Ecosystem Health 2018,No
1475-NE,ABMI Ecosystem Health 2018,Yes
1475-SW,ABMI Ecosystem Health 2018,No
1477-NE,ABMI Ecosystem Health 2015,Yes
1477-NW,ABMI Ecosystem Health 2015,No
1477-SE,ABMI Ecosystem Health 2015,No
1477-SW,ABMI Ecosystem Health 2015,Yes
1478-NE,ABMI Ecosystem Health 2015,Yes
1478-NW,ABMI Ecosystem Health 2015,No
1478-SE,ABMI Ecosystem Health 2015,No
1478-SW,ABMI Ecosystem Health 2015,Yes
1479-NE,ABMI Ecosystem Health 2015,Yes
1479-NW,ABMI Ecosystem Health 2015,No
1479-NW-b,ABMI Ecosystem Health 2015,No
1479-SE,ABMI Ecosystem Health 2015,No
1479-SW,ABMI Ecosystem Health 2015,Yes
1480-NE,ABMI Ecosystem Health 2017,Yes
1480-NW,ABMI Ecosystem Health 2017,No
1480-SE,ABMI Ecosystem Health 2017,No
1480-SW,ABMI Ecosystem Health 2017,Yes
1481-NE,ABMI Ecosystem Health 2017,Yes
1481-NW,ABMI Ecosystem Health 2017,No
1481-SE,ABMI Ecosystem Health 2017,No
1481-SW,ABMI Ecosystem Health 2017,Yes
1482-NE,ABMI Ecosystem Health 2017,Yes
1482-NW,ABMI Ecosystem Health 2017,No
1482-SE,ABMI Ecosystem Health 2017,No
1482-SW,ABMI Ecosystem Health 2017,Yes
1486-NE,ABMI Ecosystem Health 2016,Yes
1486-NW,ABMI Ecosystem Health 2016,No
1486-SE,ABMI Ecosystem Health 2016,No
1486-SW,ABMI Ecosystem Health 2016,Yes
1491-NE,ABMI Ecosystem Health 2015,Yes
1491-NW,ABMI Ecosystem Health 2015,No
1491-SE,ABMI Ecosystem Health 2015,No
1491-SW,ABMI Ecosystem Health 2015,Yes
1492-NE,ABMI Ecosystem Health 2015,Yes
1492-NW,ABMI Ecosystem Health 2015,Yes
1492-SE,ABMI Ecosystem Health 2015,No
1492-SW,ABMI Ecosystem Health 2015,No
1493B-NE,ABMI Ecosystem Health 2015,Yes
1493B-NW,ABMI Ecosystem Health 2015,No
1493B-SE,ABMI Ecosystem Health 2015,No
1493B-SW,ABMI Ecosystem Health 2015,No
1494-NE,ABMI Ecosystem Health 2017,No
1494-NW,ABMI Ecosystem Health 2017,No
1494-SE,ABMI Ecosystem Health 2017,Yes
1494-SW,ABMI Ecosystem Health 2017,Yes
1495B-NE,ABMI Ecosystem Health 2017,Yes
1495B-NW,ABMI Ecosystem Health 2017,No
1495B-SE,ABMI Ecosystem Health 2017,No
1495B-SW,ABMI Ecosystem Health 2017,Yes
1495-NE,ABMI Ecosystem Health 2017,Yes
1495-NW,ABMI Ecosystem Health 2017,No
1495-SE,ABMI Ecosystem Health 2017,No
1495-SW,ABMI Ecosystem Health 2017,Yes
1496-NE,ABMI Ecosystem Health 2017,Yes
1496-NW,ABMI Ecosystem Health 2017,Yes
1496-SE,ABMI Ecosystem Health 2017,No
1496-SW,ABMI Ecosystem Health 2017,No
1497-NE,ABMI Ecosystem Health 2018,Yes
1497-SW,ABMI Ecosystem Health 2018,No
1498-NE,ABMI Ecosystem Health 2018,Yes
1498-SW,ABMI Ecosystem Health 2018,No
1499-NE,ABMI Ecosystem Health 2018,Yes
1499-SW,ABMI Ecosystem Health 2018,No
14-NE,ABMI Ecosystem Health 2015,Yes
14-NW,ABMI Ecosystem Health 2015,No
14-SE,ABMI Ecosystem Health 2015,No
14-SW,ABMI Ecosystem Health 2015,Yes
1500-NE,ABMI Ecosystem Health 2016,Yes
1500-NW,ABMI Ecosystem Health 2016,No
1500-SE,ABMI Ecosystem Health 2016,No
1500-SW,ABMI Ecosystem Health 2016,Yes
1501-NE,ABMI Ecosystem Health 2016,Yes
1501-NW,ABMI Ecosystem Health 2016,NA
1501-SE,ABMI Ecosystem Health 2016,No
1501-SW,ABMI Ecosystem Health 2016,NA
1502-NE,ABMI Ecosystem Health 2016,Yes
1502-NW,ABMI Ecosystem Health 2016,No
1502-SE,ABMI Ecosystem Health 2016,No
1502-SW,ABMI Ecosystem Health 2016,Yes
1506-NE,ABMI Ecosystem Health 2015,Yes
1506-NW,ABMI Ecosystem Health 2015,No
1506-SE,ABMI Ecosystem Health 2015,No
1506-SW,ABMI Ecosystem Health 2015,Yes
1510-NE,ABMI Ecosystem Health 2015,Yes
1510-NW,ABMI Ecosystem Health 2015,No
1510-SE,ABMI Ecosystem Health 2015,No
1510-SW,ABMI Ecosystem Health 2015,Yes
1511-NE,ABMI Ecosystem Health 2015,Yes
1511-NW,ABMI Ecosystem Health 2015,No
1511-SE,ABMI Ecosystem Health 2015,No
1511-SW,ABMI Ecosystem Health 2015,Yes
1512-NE,ABMI Ecosystem Health 2015,Yes
1512-NW,ABMI Ecosystem Health 2015,No
1512-SE,ABMI Ecosystem Health 2015,No
1512-SW,ABMI Ecosystem Health 2015,Yes
1513-NE,ABMI Ecosystem Health 2017,No
1513-NW,ABMI Ecosystem Health 2017,No
1513-NW-b,ABMI Ecosystem Health 2017,No
1513-SE,ABMI Ecosystem Health 2017,Yes
1513-SW,ABMI Ecosystem Health 2017,Yes
1514-NE,ABMI Ecosystem Health 2017,Yes
1514-NW,ABMI Ecosystem Health 2017,No
1514-SE,ABMI Ecosystem Health 2017,No
1514-SW,ABMI Ecosystem Health 2017,Yes
1515-NE,ABMI Ecosystem Health 2017,Yes
1515-NW,ABMI Ecosystem Health 2017,No
1515-SE,ABMI Ecosystem Health 2017,No
1515-SW,ABMI Ecosystem Health 2017,Yes
1516-NE,ABMI Ecosystem Health 2018,Yes
1516-SW,ABMI Ecosystem Health 2018,No
1517-NE,ABMI Ecosystem Health 2018,Yes
1517-SW,ABMI Ecosystem Health 2018,No
1519-NE,ABMI Ecosystem Health 2016,Yes
1519-NW,ABMI Ecosystem Health 2016,No
1519-SE,ABMI Ecosystem Health 2016,No
1519-SW,ABMI Ecosystem Health 2016,Yes
1520-NE,ABMI Ecosystem Health 2016,No
1520-NW,ABMI Ecosystem Health 2016,No
1520-SE,ABMI Ecosystem Health 2016,Yes
1520-SW,ABMI Ecosystem Health 2016,Yes
1521-NE,ABMI Ecosystem Health 2016,Yes
1521-NW,ABMI Ecosystem Health 2016,No
1521-SE,ABMI Ecosystem Health 2016,Yes
1521-SW,ABMI Ecosystem Health 2016,No
1525B-NE,ABMI Ecosystem Health 2015,Yes
1525B-NW,ABMI Ecosystem Health 2015,No
1525B-SE,ABMI Ecosystem Health 2015,No
1525B-SW,ABMI Ecosystem Health 2015,Yes
1526-NE,ABMI Ecosystem Health 2015,Yes
1526-NW,ABMI Ecosystem Health 2015,No
1526-SE,ABMI Ecosystem Health 2015,No
1526-SW,ABMI Ecosystem Health 2015,Yes
1529-NE,ABMI Ecosystem Health 2015,Yes
1529-NW,ABMI Ecosystem Health 2015,No
1529-SE,ABMI Ecosystem Health 2015,No
1529-SW,ABMI Ecosystem Health 2015,Yes
1530-NE,ABMI Ecosystem Health 2015,Yes
1530-NW,ABMI Ecosystem Health 2015,No
1530-SE,ABMI Ecosystem Health 2015,No
1530-SW,ABMI Ecosystem Health 2015,Yes
1531-NE,ABMI Ecosystem Health 2015,No
1531-NW,ABMI Ecosystem Health 2015,No
1531-SE,ABMI Ecosystem Health 2015,Yes
1531-SW,ABMI Ecosystem Health 2015,Yes
1532-NE,ABMI Ecosystem Health 2017,Yes
1532-NW,ABMI Ecosystem Health 2017,Yes
1532-SE,ABMI Ecosystem Health 2017,No
1532-SW,ABMI Ecosystem Health 2017,No
1533-NE,ABMI Ecosystem Health 2017,No
1533-NW,ABMI Ecosystem Health 2017,Yes
1533-SE,ABMI Ecosystem Health 2017,No
1533-SW,ABMI Ecosystem Health 2017,Yes
1534-NE,ABMI Ecosystem Health 2017,Yes
1534-NW,ABMI Ecosystem Health 2017,Yes
1534-SE,ABMI Ecosystem Health 2017,No
1534-SW,ABMI Ecosystem Health 2017,No
1535-NE,ABMI Ecosystem Health 2018,Yes
1535-SW,ABMI Ecosystem Health 2018,No
1536-NE,ABMI Ecosystem Health 2018,Yes
1536-SW,ABMI Ecosystem Health 2018,No
1537-NE,ABMI Ecosystem Health 2018,Yes
1537-SW,ABMI Ecosystem Health 2018,No
1538-NE,ABMI Ecosystem Health 2016,Yes
1538-NW,ABMI Ecosystem Health 2016,No
1538-SE,ABMI Ecosystem Health 2016,No
1538-SW,ABMI Ecosystem Health 2016,Yes
1539-NE,ABMI Ecosystem Health 2016,Yes
1539-NW,ABMI Ecosystem Health 2016,No
1539-SE,ABMI Ecosystem Health 2016,No
1539-SW,ABMI Ecosystem Health 2016,Yes
1540-NE,ABMI Ecosystem Health 2016,Yes
1540-NW,ABMI Ecosystem Health 2016,No
1540-SE,ABMI Ecosystem Health 2016,No
1540-SW,ABMI Ecosystem Health 2016,Yes
1544-NE,ABMI Ecosystem Health 2015,Yes
1544-NW,ABMI Ecosystem Health 2015,No
1544-SE,ABMI Ecosystem Health 2015,No
1544-SW,ABMI Ecosystem Health 2015,Yes
1545-NE,ABMI Ecosystem Health 2015,Yes
1545-NW,ABMI Ecosystem Health 2015,No
1545-SE,ABMI Ecosystem Health 2015,No
1545-SW,ABMI Ecosystem Health 2015,Yes
1546-NE,ABMI Ecosystem Health 2017,Yes
1546-NW,ABMI Ecosystem Health 2017,No
1546-SE,ABMI Ecosystem Health 2017,No
1546-SW,ABMI Ecosystem Health 2017,Yes
1547-NE,ABMI Ecosystem Health 2018,NA
1547-NW,ABMI Ecosystem Health 2018,No
1547-SE,ABMI Ecosystem Health 2018,NA
1547-SW,ABMI Ecosystem Health 2018,Yes
154-NE,ABMI Ecosystem Health 2017,Yes
154-NW,ABMI Ecosystem Health 2017,No
154-SE,ABMI Ecosystem Health 2017,No
154-SW,ABMI Ecosystem Health 2017,Yes
1550-NE,ABMI Ecosystem Health 2016,Yes
1550-NW,ABMI Ecosystem Health 2016,No
1550-SE,ABMI Ecosystem Health 2016,No
1550-SW,ABMI Ecosystem Health 2016,Yes
1551-NE,ABMI Ecosystem Health 2016,Yes
1551-NW,ABMI Ecosystem Health 2016,No
1551-SE,ABMI Ecosystem Health 2016,No
1551-SW,ABMI Ecosystem Health 2016,Yes
1552-NE,ABMI Ecosystem Health 2016,Yes
1552-NW,ABMI Ecosystem Health 2016,No
1552-SE,ABMI Ecosystem Health 2016,No
1552-SW,ABMI Ecosystem Health 2016,Yes
1556-NE,ABMI Ecosystem Health 2015,Yes
1556-NW,ABMI Ecosystem Health 2015,No
1556-SE,ABMI Ecosystem Health 2015,No
1556-SW,ABMI Ecosystem Health 2015,Yes
1557-NE,ABMI Ecosystem Health 2015,Yes
1557-NW,ABMI Ecosystem Health 2015,No
1557-SE,ABMI Ecosystem Health 2015,No
1557-SW,ABMI Ecosystem Health 2015,Yes
1558-NE,ABMI Ecosystem Health 2015,Yes
1558-NW,ABMI Ecosystem Health 2015,No
1558-SE,ABMI Ecosystem Health 2015,No
1558-SW,ABMI Ecosystem Health 2015,Yes
1559-NE,ABMI Ecosystem Health 2017,Yes
1559-NW,ABMI Ecosystem Health 2017,No
1559-SE,ABMI Ecosystem Health 2017,No
1559-SW,ABMI Ecosystem Health 2017,Yes
1560-NE,ABMI Ecosystem Health 2017,Yes
1560-NW,ABMI Ecosystem Health 2017,No
1560-SE,ABMI Ecosystem Health 2017,No
1560-SW,ABMI Ecosystem Health 2017,Yes
1562-NE,ABMI Ecosystem Health 2018,Yes
1562-SW,ABMI Ecosystem Health 2018,No
1564-NE,ABMI Ecosystem Health 2018,Yes
1564-NW,ABMI Ecosystem Health 2018,No
1564-SE,ABMI Ecosystem Health 2018,No
1564-SW,ABMI Ecosystem Health 2018,Yes
1565-NE,ABMI Ecosystem Health 2018,Yes
1565-NW,ABMI Ecosystem Health 2018,No
1565-SE,ABMI Ecosystem Health 2018,No
1565-SW,ABMI Ecosystem Health 2018,Yes
1566-NE,ABMI Ecosystem Health 2018,Yes
1566-NW,ABMI Ecosystem Health 2018,No
1566-SE,ABMI Ecosystem Health 2018,No
1566-SW,ABMI Ecosystem Health 2018,Yes
1567-NE,ABMI Ecosystem Health 2016,Yes
1567-NW,ABMI Ecosystem Health 2016,No
1567-SE,ABMI Ecosystem Health 2016,No
1567-SW,ABMI Ecosystem Health 2016,Yes
1568-NE,ABMI Ecosystem Health 2016,No
1568-NW,ABMI Ecosystem Health 2016,No
1568-SE,ABMI Ecosystem Health 2016,Yes
1568-SW,ABMI Ecosystem Health 2016,Yes
1569-NE,ABMI Ecosystem Health 2016,Yes
1569-NW,ABMI Ecosystem Health 2016,No
1569-SE,ABMI Ecosystem Health 2016,No
1569-SW,ABMI Ecosystem Health 2016,Yes
1573-NE,ABMI Ecosystem Health 2015,Yes
1573-NW,ABMI Ecosystem Health 2015,No
1573-SE,ABMI Ecosystem Health 2015,Yes
1573-SW,ABMI Ecosystem Health 2015,No
1574-NE,ABMI Ecosystem Health 2015,Yes
1574-NW,ABMI Ecosystem Health 2015,No
1574-SE,ABMI Ecosystem Health 2015,No
1574-SW,ABMI Ecosystem Health 2015,Yes
1575-NE,ABMI Ecosystem Health 2015,Yes
1575-NW,ABMI Ecosystem Health 2015,No
1575-SE,ABMI Ecosystem Health 2015,No
1575-SW,ABMI Ecosystem Health 2015,Yes
1576-NE,ABMI Ecosystem Health 2017,Yes
1576-NW,ABMI Ecosystem Health 2017,No
1576-SE,ABMI Ecosystem Health 2017,No
1576-SW,ABMI Ecosystem Health 2017,Yes
1577B-NE,ABMI Ecosystem Health 2017,Yes
1577B-NW,ABMI Ecosystem Health 2017,No
1577B-SE,ABMI Ecosystem Health 2017,No
1577B-SW,ABMI Ecosystem Health 2017,Yes
1577-NE,ABMI Ecosystem Health 2017,Yes
1577-NW,ABMI Ecosystem Health 2017,No
1577-SE,ABMI Ecosystem Health 2017,No
1577-SW,ABMI Ecosystem Health 2017,Yes
1578-NE,ABMI Ecosystem Health 2017,Yes
1578-NW,ABMI Ecosystem Health 2017,No
1578-SE,ABMI Ecosystem Health 2017,No
1578-SW,ABMI Ecosystem Health 2017,Yes
1579-NE,ABMI Ecosystem Health 2017,Yes
1579-NE,ABMI Ecosystem Health 2018,Yes
1579-NW,ABMI Ecosystem Health 2017,No
1579-SE,ABMI Ecosystem Health 2017,No
1579-SW,ABMI Ecosystem Health 2017,Yes
1579-SW,ABMI Ecosystem Health 2018,Yes
1580-NE,ABMI Ecosystem Health 2018,Yes
1580-SW,ABMI Ecosystem Health 2018,No
1581-NE,ABMI Ecosystem Health 2018,Yes
1581-NW,ABMI Ecosystem Health 2018,No
1581-SE,ABMI Ecosystem Health 2018,No
1581-SW,ABMI Ecosystem Health 2018,Yes
1584-NE,ABMI Ecosystem Health 2016,Yes
1584-NW,ABMI Ecosystem Health 2016,No
1584-SE,ABMI Ecosystem Health 2016,No
1584-SW,ABMI Ecosystem Health 2016,Yes
1585-NE,ABMI Ecosystem Health 2016,Yes
1585-NW,ABMI Ecosystem Health 2016,No
1585-SE,ABMI Ecosystem Health 2016,No
1585-SW,ABMI Ecosystem Health 2016,Yes
1586-NE,ABMI Ecosystem Health 2016,Yes
1586-NW,ABMI Ecosystem Health 2016,No
1586-SE,ABMI Ecosystem Health 2016,Yes
1586-SW,ABMI Ecosystem Health 2016,No
1590-NE,ABMI Ecosystem Health 2015,Yes
1590-NW,ABMI Ecosystem Health 2015,No
1590-SE,ABMI Ecosystem Health 2015,No
1590-SW,ABMI Ecosystem Health 2015,Yes
1591-NE,ABMI Ecosystem Health 2015,Yes
1591-NW,ABMI Ecosystem Health 2015,No
1591-SE,ABMI Ecosystem Health 2015,No
1591-SW,ABMI Ecosystem Health 2015,Yes
1592-NE,ABMI Ecosystem Health 2015,No
1592-NW,ABMI Ecosystem Health 2015,No
1592-SW,ABMI Ecosystem Health 2015,Yes
1593-NE,ABMI Ecosystem Health 2017,Yes
1593-NW,ABMI Ecosystem Health 2017,No
1593-SE,ABMI Ecosystem Health 2017,No
1593-SW,ABMI Ecosystem Health 2017,Yes
1594-NE,ABMI Ecosystem Health 2017,Yes
1594-NW,ABMI Ecosystem Health 2017,No
1594-SE,ABMI Ecosystem Health 2017,No
1594-SW,ABMI Ecosystem Health 2017,Yes
1595-NE,ABMI Ecosystem Health 2016,Yes
1595-NW,ABMI Ecosystem Health 2016,No
1595-SE,ABMI Ecosystem Health 2016,No
1595-SW,ABMI Ecosystem Health 2016,Yes
1596-NE,ABMI Ecosystem Health 2018,Yes
1596-NW,ABMI Ecosystem Health 2018,No
1596-SE,ABMI Ecosystem Health 2018,No
1596-SW,ABMI Ecosystem Health 2018,Yes
1597-NE,ABMI Ecosystem Health 2017,Yes
1597-NE,ABMI Ecosystem Health 2018,Yes
1597-NW,ABMI Ecosystem Health 2017,No
1597-SE,ABMI Ecosystem Health 2017,No
1597-SW,ABMI Ecosystem Health 2017,Yes
1597-SW,ABMI Ecosystem Health 2018,Yes
1598-NE,ABMI Ecosystem Health 2018,Yes
1598-NW,ABMI Ecosystem Health 2018,No
1598-SE,ABMI Ecosystem Health 2018,No
1598-SW,ABMI Ecosystem Health 2018,Yes
15-NE,ABMI Ecosystem Health 2015,Yes
15-NW,ABMI Ecosystem Health 2015,No
15-SE,ABMI Ecosystem Health 2015,No
15-SW,ABMI Ecosystem Health 2015,Yes
1601-NE,ABMI Ecosystem Health 2015,Yes
1601-NW,ABMI Ecosystem Health 2015,No
1601-SE,ABMI Ecosystem Health 2015,No
1601-SW,ABMI Ecosystem Health 2015,Yes
1602-NE,ABMI Ecosystem Health 2015,Yes
1602-NW,ABMI Ecosystem Health 2015,No
1602-SE,ABMI Ecosystem Health 2015,No
1602-SW,ABMI Ecosystem Health 2015,Yes
1603-NE,ABMI Ecosystem Health 2015,No
1603-NW,ABMI Ecosystem Health 2015,No
1603-SE,ABMI Ecosystem Health 2015,No
1603-SW,ABMI Ecosystem Health 2015,Yes
1604-NE,ABMI Ecosystem Health 2017,Yes
1604-NW,ABMI Ecosystem Health 2017,No
1604-SE,ABMI Ecosystem Health 2017,No
1604-SW,ABMI Ecosystem Health 2017,Yes
1605-NE,ABMI Ecosystem Health 2017,Yes
1605-NW,ABMI Ecosystem Health 2017,No
1605-SE,ABMI Ecosystem Health 2017,No
1605-SW,ABMI Ecosystem Health 2017,Yes
1606-NE,ABMI Ecosystem Health 2017,No
1606-NW,ABMI Ecosystem Health 2017,No
1606-SE,ABMI Ecosystem Health 2017,Yes
1606-SW,ABMI Ecosystem Health 2017,Yes
1607-NE,ABMI Ecosystem Health 2018,Yes
1607-SW,ABMI Ecosystem Health 2018,No
1608-NE,ABMI Ecosystem Health 2018,Yes
1608-SW,ABMI Ecosystem Health 2018,No
1609-NE,ABMI Ecosystem Health 2018,NA
1609-SW,ABMI Ecosystem Health 2018,No
1610-NE,ABMI Ecosystem Health 2016,Yes
1610-NW,ABMI Ecosystem Health 2016,No
1610-SE,ABMI Ecosystem Health 2016,Yes
1610-SW,ABMI Ecosystem Health 2016,No
1611-NE,ABMI Ecosystem Health 2016,Yes
1611-NW,ABMI Ecosystem Health 2016,No
1611-SE,ABMI Ecosystem Health 2016,No
1611-SW,ABMI Ecosystem Health 2016,Yes
1612B-NE,ABMI Ecosystem Health 2016,Yes
1612B-NW,ABMI Ecosystem Health 2016,No
1612B-SE,ABMI Ecosystem Health 2016,No
1612B-SW,ABMI Ecosystem Health 2016,Yes
1618-NE,ABMI Ecosystem Health 2015,Yes
1618-NW,ABMI Ecosystem Health 2015,No
1618-SE,ABMI Ecosystem Health 2015,No
1618-SW,ABMI Ecosystem Health 2015,Yes
1620-NE,ABMI Ecosystem Health 2015,Yes
1620-NW,ABMI Ecosystem Health 2015,No
1620-SE,ABMI Ecosystem Health 2015,No
1620-SW,ABMI Ecosystem Health 2015,Yes
1621-NE,ABMI Ecosystem Health 2017,Yes
1621-NW,ABMI Ecosystem Health 2017,No
1621-SE,ABMI Ecosystem Health 2017,No
1621-SW,ABMI Ecosystem Health 2017,Yes
1622-NE,ABMI Ecosystem Health 2017,Yes
1622-NW,ABMI Ecosystem Health 2017,No
1622-SE,ABMI Ecosystem Health 2017,No
1622-SW,ABMI Ecosystem Health 2017,Yes
1623-NE,ABMI Ecosystem Health 2017,Yes
1623-NW,ABMI Ecosystem Health 2017,No
1623-SE,ABMI Ecosystem Health 2017,No
1623-SW,ABMI Ecosystem Health 2017,Yes
1624-NE,ABMI Ecosystem Health 2018,Yes
1624-SW,ABMI Ecosystem Health 2018,No
1625-NE,ABMI Ecosystem Health 2018,Yes
1625-SW,ABMI Ecosystem Health 2018,No
1626-NE,ABMI Ecosystem Health 2018,Yes
1626-SW,ABMI Ecosystem Health 2018,No
1627B-NE,ABMI Ecosystem Health 2016,Yes
1627B-NW,ABMI Ecosystem Health 2016,No
1627B-SE,ABMI Ecosystem Health 2016,No
1627B-SW,ABMI Ecosystem Health 2016,Yes
1628-NE,ABMI Ecosystem Health 2016,Yes
1628-NW,ABMI Ecosystem Health 2016,No
1628-SE,ABMI Ecosystem Health 2016,No
1628-SW,ABMI Ecosystem Health 2016,Yes
1629-NE,ABMI Ecosystem Health 2016,Yes
1629-NW,ABMI Ecosystem Health 2016,No
1629-SE,ABMI Ecosystem Health 2016,No
1629-SW,ABMI Ecosystem Health 2016,Yes
1635-NE,ABMI Ecosystem Health 2015,No
1635-NW,ABMI Ecosystem Health 2015,Yes
1635-SE,ABMI Ecosystem Health 2015,No
1635-SW,ABMI Ecosystem Health 2015,Yes
1636-NE,ABMI Ecosystem Health 2015,No
1636-NW,ABMI Ecosystem Health 2015,No
1636-SE,ABMI Ecosystem Health 2015,No
1636-SW,ABMI Ecosystem Health 2015,Yes
1637-NE,ABMI Ecosystem Health 2015,Yes
1637-NW,ABMI Ecosystem Health 2015,No
1637-SE,ABMI Ecosystem Health 2015,No
1637-SW,ABMI Ecosystem Health 2015,Yes
1638-NE,ABMI Ecosystem Health 2017,Yes
1638-NW,ABMI Ecosystem Health 2017,No
1638-SE,ABMI Ecosystem Health 2017,No
1638-SW,ABMI Ecosystem Health 2017,NA
1639-NE,ABMI Ecosystem Health 2017,Yes
1639-NW,ABMI Ecosystem Health 2017,No
1639-SE,ABMI Ecosystem Health 2017,No
1639-SW,ABMI Ecosystem Health 2017,Yes
1640-NE,ABMI Ecosystem Health 2017,Yes
1640-NW,ABMI Ecosystem Health 2017,No
1640-SE,ABMI Ecosystem Health 2017,No
1640-SW,ABMI Ecosystem Health 2017,Yes
1641-NE,ABMI Ecosystem Health 2018,Yes
1641-SW,ABMI Ecosystem Health 2018,NA
1642-NE,ABMI Ecosystem Health 2018,Yes
1642-SW,ABMI Ecosystem Health 2018,No
1643-NE,ABMI Ecosystem Health 2018,Yes
1643-SW,ABMI Ecosystem Health 2018,No
1644-NE,ABMI Ecosystem Health 2016,Yes
1644-NW,ABMI Ecosystem Health 2016,No
1644-SE,ABMI Ecosystem Health 2016,No
1644-SW,ABMI Ecosystem Health 2016,Yes
1645-NE,ABMI Ecosystem Health 2016,Yes
1645-NW,ABMI Ecosystem Health 2016,No
1645-SE,ABMI Ecosystem Health 2016,No
1645-SW,ABMI Ecosystem Health 2016,Yes
1647-NE,ABMI Ecosystem Health 2017,Yes
1647-NW,ABMI Ecosystem Health 2017,No
1647-SE,ABMI Ecosystem Health 2017,No
1647-SW,ABMI Ecosystem Health 2017,Yes
1648-NE,ABMI Ecosystem Health 2018,Yes
1648-NW,ABMI Ecosystem Health 2018,No
1648-SE,ABMI Ecosystem Health 2018,No
1648-SW,ABMI Ecosystem Health 2018,NA
1649-NE,ABMI Ecosystem Health 2018,Yes
1649-NW,ABMI Ecosystem Health 2018,No
1649-SE,ABMI Ecosystem Health 2018,No
1649-SW,ABMI Ecosystem Health 2018,Yes
1650-NE,ABMI Ecosystem Health 2018,Yes
1650-NW,ABMI Ecosystem Health 2018,No
1650-SE,ABMI Ecosystem Health 2018,No
1650-SW,ABMI Ecosystem Health 2018,Yes
1651-NE,ABMI Ecosystem Health 2016,Yes
1651-NW,ABMI Ecosystem Health 2016,No
1651-SE,ABMI Ecosystem Health 2016,No
1651-SW,ABMI Ecosystem Health 2016,Yes
1652-NE,ABMI Ecosystem Health 2016,Yes
1652-NW,ABMI Ecosystem Health 2016,No
1652-SE,ABMI Ecosystem Health 2016,No
1652-SW,ABMI Ecosystem Health 2016,Yes
1653-NE,ABMI Ecosystem Health 2016,Yes
1653-NW,ABMI Ecosystem Health 2016,No
1653-SE,ABMI Ecosystem Health 2016,No
1653-SW,ABMI Ecosystem Health 2016,Yes
1656-NE,ABMI Ecosystem Health 2018,NA
1656-NW,ABMI Ecosystem Health 2018,NA
1656-SE,ABMI Ecosystem Health 2018,No
1656-SW,ABMI Ecosystem Health 2018,Yes
16-NE,ABMI Ecosystem Health 2017,Yes
16-NW,ABMI Ecosystem Health 2017,No
16-SE,ABMI Ecosystem Health 2017,No
16-SW,ABMI Ecosystem Health 2017,Yes
17-NE,ABMI Ecosystem Health 2017,Yes
17-NW,ABMI Ecosystem Health 2017,No
17-SE,ABMI Ecosystem Health 2017,No
17-SW,ABMI Ecosystem Health 2017,Yes
181-NE,ABMI Ecosystem Health 2017,Yes
181-NW,ABMI Ecosystem Health 2017,No
181-SE,ABMI Ecosystem Health 2017,No
181-SW,ABMI Ecosystem Health 2017,Yes
182-NE,ABMI Ecosystem Health 2017,Yes
182-NW,ABMI Ecosystem Health 2017,No
182-SE,ABMI Ecosystem Health 2017,No
182-SW,ABMI Ecosystem Health 2017,Yes
183-NE,ABMI Ecosystem Health 2017,Yes
183-NW,ABMI Ecosystem Health 2017,No
183-SE,ABMI Ecosystem Health 2017,No
183-SW,ABMI Ecosystem Health 2017,Yes
187-NE,ABMI Ecosystem Health 2018,No
187-NW,ABMI Ecosystem Health 2018,No
187-SE,ABMI Ecosystem Health 2018,No
187-SW,ABMI Ecosystem Health 2018,No
18-NE,ABMI Ecosystem Health 2017,Yes
18-NW,ABMI Ecosystem Health 2017,No
18-SE,ABMI Ecosystem Health 2017,No
18-SW,ABMI Ecosystem Health 2017,Yes
19-NE,ABMI Ecosystem Health 2018,No
19-SW,ABMI Ecosystem Health 2018,Yes
1-NE,ABMI Ecosystem Health 2015,Yes
