project,location,start_date_time,end_date_time
ABMI Ecosystem Health 2017,1559-SE,2017-02-15T11:28:00Z,2017-07-19T12:04:00Z
ABMI Ecosystem Health 2017,1559-SW,2017-02-15T10:25:00Z,2017-07-19T14:23:00Z
ABMI Ecosystem Health 2017,1560-NE,2017-02-15T14:59:00Z,2017-07-21T13:31:00Z
ABMI Ecosystem Health 2017,1560-NW,2017-02-15T15:49:00Z,2017-07-21T12:06:00Z
ABMI Ecosystem Health 2017,1560-SE,2017-02-15T14:23:00Z,2017-07-21T13:11:00Z
ABMI Ecosystem Health 2017,1560-SW,2017-02-15T13:42:00Z,2017-07-21T12:44:00Z
ABMI Ecosystem Health 2018,1562-NE,2018-02-21T17:06:00Z,2018-06-21T14:20:00Z
ABMI Ecosystem Health 2018,1562-SW,2018-02-21T16:08:00Z,2018-06-21T14:53:00Z
ABMI Ecosystem Health 2018,1564-NE,2017-10-28T13:15:00Z,2018-07-20T13:17:00Z
ABMI Ecosystem Health 2018,1564-NW,2017-10-28T12:59:00Z,2018-07-20T09:44:00Z
ABMI Ecosystem Health 2018,1564-SE,2017-10-28T13:53:00Z,2018-07-20T11:47:00Z
ABMI Ecosystem Health 2018,1564-SW,2017-10-28T13:34:00Z,2018-07-20T10:54:00Z
ABMI Ecosystem Health 2018,1565-NE,2018-03-06T13:28:00Z,2018-07-21T13:56:00Z
ABMI Ecosystem Health 2018,1565-NW,2018-03-06T12:18:00Z,2018-07-21T10:01:00Z
ABMI Ecosystem Health 2018,1565-SE,2018-03-06T09:57:00Z,2018-07-21T12:25:00Z
ABMI Ecosystem Health 2018,1565-SW,2018-03-06T11:12:00Z,2018-07-21T11:11:00Z
ABMI Ecosystem Health 2018,1566-NE,2018-03-07T12:16:00Z,2018-07-03T13:44:00Z
ABMI Ecosystem Health 2018,1566-NW,2018-03-07T11:28:00Z,2018-07-03T14:33:00Z
ABMI Ecosystem Health 2018,1566-SE,2018-03-07T17:12:00Z,2018-07-03T11:18:00Z
ABMI Ecosystem Health 2018,1566-SW,2018-03-07T15:38:00Z,2018-07-03T12:10:00Z
ABMI Ecosystem Health 2016,1567-NE,2016-02-19T12:04:00Z,2016-07-23T11:27:00Z
ABMI Ecosystem Health 2016,1567-NW,2016-02-19T15:40:00Z,2016-07-23T11:56:00Z
ABMI Ecosystem Health 2016,1567-SE,2016-02-19T13:27:00Z,2016-07-23T11:05:00Z
ABMI Ecosystem Health 2016,1567-SW,2016-02-19T14:35:00Z,2016-07-23T12:19:00Z
ABMI Ecosystem Health 2016,1568-NE,2016-02-21T20:11:00Z,2016-07-24T11:28:00Z
ABMI Ecosystem Health 2016,1568-NW,2016-02-21T21:04:00Z,2016-07-24T11:07:00Z
ABMI Ecosystem Health 2016,1568-SE,2016-02-19T17:33:00Z,2016-07-24T10:14:00Z
ABMI Ecosystem Health 2016,1568-SW,2016-02-19T16:52:00Z,2016-07-24T10:37:00Z
ABMI Ecosystem Health 2016,1569-NE,2016-02-18T13:50:00Z,2016-07-25T10:52:00Z
ABMI Ecosystem Health 2016,1569-NW,2016-02-18T14:06:00Z,2016-04-19T11:00:00Z
ABMI Ecosystem Health 2016,1569-SE,2016-02-18T11:47:00Z,2016-07-25T10:20:00Z
ABMI Ecosystem Health 2016,1569-SW,2016-02-18T10:52:00Z,2016-07-25T11:48:00Z
ABMI Ecosystem Health 2015,1573-NE,2015-02-20T12:55:00Z,2015-07-24T08:18:00Z
ABMI Ecosystem Health 2015,1573-NW,2015-02-20T10:47:00Z,2015-07-24T09:35:00Z
ABMI Ecosystem Health 2015,1573-SE,2015-02-20T12:05:00Z,2015-07-24T08:46:00Z
ABMI Ecosystem Health 2015,1573-SW,2015-02-20T11:21:00Z,2015-07-24T09:10:00Z
ABMI Ecosystem Health 2015,1574-NE,2015-02-19T12:09:00Z,2015-07-25T12:21:00Z
ABMI Ecosystem Health 2015,1574-NW,2015-02-19T13:03:00Z,2015-07-25T13:10:00Z
ABMI Ecosystem Health 2015,1574-SE,2015-02-19T11:21:00Z,2015-07-25T11:15:00Z
ABMI Ecosystem Health 2015,1574-SW,2015-02-19T14:13:00Z,2015-07-25T10:31:00Z
ABMI Ecosystem Health 2015,1575-NE,2015-02-19T16:00:00Z,2015-07-26T11:00:00Z
ABMI Ecosystem Health 2015,1575-NW,2015-02-20T14:18:00Z,2015-07-26T11:31:00Z
ABMI Ecosystem Health 2015,1575-SE,2015-02-19T16:46:00Z,2015-07-26T13:22:00Z
ABMI Ecosystem Health 2015,1575-SW,2015-02-20T15:26:00Z,2015-07-26T14:07:00Z
ABMI Ecosystem Health 2017,1576-NE,2017-02-16T10:50:00Z,2017-07-23T12:25:00Z
ABMI Ecosystem Health 2017,1576-NW,2017-02-16T10:02:00Z,2017-07-23T14:04:00Z
ABMI Ecosystem Health 2017,1576-SE,2017-02-16T11:31:00Z,2017-07-23T12:53:00Z
ABMI Ecosystem Health 2017,1576-SW,2017-02-16T09:30:00Z,2017-07-23T13:44:00Z
ABMI Ecosystem Health 2017,1577B-NE,2017-02-18T12:07:00Z,2017-07-22T10:19:00Z
ABMI Ecosystem Health 2017,1577B-NW,2017-02-18T13:00:00Z,2017-07-22T09:36:00Z
ABMI Ecosystem Health 2017,1577B-SE,2017-02-18T10:48:00Z,2017-07-22T10:53:00Z
ABMI Ecosystem Health 2017,1577B-SW,2017-02-18T09:59:00Z,2017-04-25T16:35:00Z
ABMI Ecosystem Health 2017,1578-NE,2017-02-16T15:46:00Z,2017-07-19T12:17:00Z
ABMI Ecosystem Health 2017,1578-NW,2017-02-16T16:39:00Z,2017-07-19T14:22:00Z
ABMI Ecosystem Health 2017,1578-SE,2017-02-16T17:23:00Z,2017-07-19T13:13:00Z
ABMI Ecosystem Health 2017,1578-SW,2017-02-16T13:37:00Z,2017-07-19T13:45:00Z
ABMI Ecosystem Health 2017,1579-NE,2017-03-16T09:37:00Z,2017-07-20T16:54:00Z
ABMI Ecosystem Health 2017,1579-NW,2017-03-16T10:31:00Z,2017-07-13T08:00:00Z
ABMI Ecosystem Health 2017,1579-SE,2017-03-16T12:37:00Z,2017-03-29T15:02:00Z
ABMI Ecosystem Health 2017,1579-SW,2017-03-16T13:19:00Z,2017-07-20T15:17:00Z
ABMI Ecosystem Health 2018,1579-NE,2018-02-23T00:00:00Z,2018-06-21T00:00:00Z
ABMI Ecosystem Health 2018,1579-SW,2018-02-24T00:00:00Z,2018-06-21T00:00:00Z
ABMI Ecosystem Health 2018,1580-NE,2018-02-21T12:09:00Z,2018-06-20T10:54:00Z
ABMI Ecosystem Health 2018,1580-SW,2018-02-21T10:50:00Z,2018-06-20T11:43:00Z
ABMI Ecosystem Health 2018,1581-NE,2017-10-28T10:43:00Z,2018-07-21T11:18:00Z
ABMI Ecosystem Health 2018,1581-NW,2017-10-28T10:36:00Z,2018-07-21T10:20:00Z
ABMI Ecosystem Health 2018,1581-SE,2017-10-28T10:00:00Z,2018-07-21T12:08:00Z
ABMI Ecosystem Health 2018,1581-SW,2017-10-28T09:47:00Z,2018-07-21T13:05:00Z
ABMI Ecosystem Health 2016,1584-NE,2016-02-20T12:29:00Z,2016-07-26T09:59:00Z
ABMI Ecosystem Health 2016,1584-NW,2016-02-20T13:39:00Z,2016-05-24T06:40:00Z
ABMI Ecosystem Health 2016,1584-SE,2016-02-20T15:16:00Z,2016-07-26T09:18:00Z
ABMI Ecosystem Health 2016,1584-SW,2016-02-20T16:27:00Z,2016-07-26T11:05:00Z
ABMI Ecosystem Health 2016,1585-NE,2016-02-17T12:03:00Z,2016-07-27T10:26:00Z
ABMI Ecosystem Health 2016,1585-NW,2016-02-17T15:11:00Z,2016-07-27T09:58:00Z
ABMI Ecosystem Health 2016,1585-SE,2016-02-17T13:03:00Z,2016-07-27T08:46:00Z
ABMI Ecosystem Health 2016,1585-SW,2016-02-17T13:57:00Z,2016-07-27T09:25:00Z
ABMI Ecosystem Health 2016,1586-NE,2016-02-17T19:02:00Z,2016-07-27T15:39:00Z
ABMI Ecosystem Health 2016,1586-NW,2016-02-17T18:24:00Z,2016-07-27T16:03:00Z
ABMI Ecosystem Health 2016,1586-SE,2016-02-18T15:58:00Z,2016-07-27T15:11:00Z
ABMI Ecosystem Health 2016,1586-SW,2016-02-17T16:35:00Z,2016-07-27T16:22:00Z
ABMI Ecosystem Health 2015,1590-NE,2015-02-22T15:07:00Z,2015-04-13T11:21:00Z
ABMI Ecosystem Health 2015,1590-NW,2015-02-21T16:02:00Z,2015-06-25T07:00:00Z
ABMI Ecosystem Health 2015,1590-SE,2015-02-22T16:13:00Z,2015-07-27T10:36:00Z
ABMI Ecosystem Health 2015,1590-SW,2015-02-21T15:56:00Z,2015-06-07T10:58:00Z
ABMI Ecosystem Health 2015,1591-NE,2015-02-21T12:53:00Z,2015-07-27T12:33:00Z
ABMI Ecosystem Health 2015,1591-NW,2015-02-21T12:10:00Z,2015-07-12T16:14:00Z
ABMI Ecosystem Health 2015,1591-SE,2015-02-21T13:31:00Z,2015-07-27T12:51:00Z
ABMI Ecosystem Health 2015,1591-SW,2015-02-21T11:33:00Z,2015-07-27T13:22:00Z
ABMI Ecosystem Health 2015,1592-NE,2015-02-22T12:58:00Z,2015-07-28T09:11:00Z
ABMI Ecosystem Health 2015,1592-NW,2015-02-22T11:10:00Z,2015-07-28T10:51:00Z
ABMI Ecosystem Health 2015,1592-SW,2015-02-22T11:38:00Z,2015-06-08T15:34:00Z
ABMI Ecosystem Health 2017,1593-NE,2017-02-17T12:40:00Z,2017-07-21T17:42:00Z
ABMI Ecosystem Health 2017,1593-NW,2017-02-17T10:42:00Z,2017-07-21T13:44:00Z
ABMI Ecosystem Health 2017,1593-SE,2017-02-17T11:34:00Z,2017-07-21T12:58:00Z
ABMI Ecosystem Health 2017,1593-SW,2017-02-17T10:03:00Z,2017-07-21T19:18:00Z
ABMI Ecosystem Health 2017,1594-NE,2017-02-17T15:46:00Z,2017-07-21T09:48:00Z
ABMI Ecosystem Health 2017,1594-NW,2017-02-17T16:27:00Z,2017-07-21T10:28:00Z
ABMI Ecosystem Health 2017,1594-SE,2017-02-17T14:57:00Z,2017-07-21T09:31:00Z
ABMI Ecosystem Health 2017,1594-SW,2017-02-17T14:26:00Z,2017-07-21T11:09:00Z
ABMI Ecosystem Health 2016,1595-NE,2016-03-06T12:28:00Z,2016-07-27T12:20:00Z
ABMI Ecosystem Health 2016,1595-NW,2016-03-06T10:48:00Z,2016-07-27T11:30:00Z
ABMI Ecosystem Health 2016,1595-SE,2016-03-06T13:09:00Z,2016-05-26T09:53:00Z
ABMI Ecosystem Health 2016,1595-SW,2016-03-06T11:21:00Z,2016-07-27T11:09:00Z
ABMI Ecosystem Health 2018,1596-NE,2018-02-23T14:36:00Z,2018-06-18T15:15:00Z
ABMI Ecosystem Health 2018,1596-NW,2018-02-23T14:07:00Z,2018-06-16T15:03:00Z
ABMI Ecosystem Health 2018,1596-SE,2018-02-23T15:16:00Z,2018-06-18T14:24:00Z
ABMI Ecosystem Health 2018,1596-SW,2018-02-23T13:27:00Z,2018-05-23T08:09:00Z
ABMI Ecosystem Health 2017,1597-NE,2017-02-19T13:54:00Z,2017-06-23T19:36:00Z
ABMI Ecosystem Health 2017,1597-NW,2017-02-19T15:18:00Z,2017-07-20T11:40:00Z
ABMI Ecosystem Health 2017,1597-SE,2017-02-19T13:10:00Z,2017-07-20T12:57:00Z
ABMI Ecosystem Health 2017,1597-SW,2017-02-19T12:03:00Z,2017-06-28T16:15:00Z
ABMI Ecosystem Health 2018,1597-NE,2018-02-22T00:00:00Z,2018-06-22T00:00:00Z
ABMI Ecosystem Health 2018,1597-SW,2018-02-22T00:00:00Z,2018-06-22T00:00:00Z
ABMI Ecosystem Health 2018,1598-NE,2018-02-25T15:22:00Z,2018-06-19T13:47:00Z
ABMI Ecosystem Health 2018,1598-NW,2018-02-25T12:48:00Z,2018-06-13T19:17:00Z
ABMI Ecosystem Health 2018,1598-SE,2018-02-25T14:30:00Z,2018-06-19T12:49:00Z
ABMI Ecosystem Health 2018,1598-SW,2018-02-25T13:36:00Z,2018-06-14T08:52:00Z
ABMI Ecosystem Health 2015,15-NE,2015-03-13T16:52:00Z,2015-09-16T10:35:00Z
ABMI Ecosystem Health 2015,15-NW,2015-03-13T16:56:00Z,2015-06-16T09:55:00Z
ABMI Ecosystem Health 2015,15-SE,2015-03-13T17:08:00Z,2015-06-20T01:00:00Z
ABMI Ecosystem Health 2015,15-SW,2015-03-13T15:56:00Z,2015-09-16T08:43:00Z
ABMI Ecosystem Health 2015,1601-NE,2015-03-17T09:21:00Z,2015-06-04T21:09:00Z
ABMI Ecosystem Health 2015,1601-NW,2015-03-17T10:17:00Z,2015-06-25T00:15:00Z
ABMI Ecosystem Health 2015,1601-SE,2015-03-17T11:55:00Z,2015-07-21T14:38:00Z
ABMI Ecosystem Health 2015,1601-SW,2015-03-17T11:02:00Z,2015-09-09T18:31:00Z
ABMI Ecosystem Health 2015,1602-NE,2015-03-17T15:21:00Z,2015-07-11T21:32:00Z
ABMI Ecosystem Health 2015,1602-NW,2015-03-17T14:39:00Z,2015-07-30T16:07:00Z
ABMI Ecosystem Health 2015,1602-SE,2015-03-17T15:52:00Z,2015-07-13T11:31:00Z
ABMI Ecosystem Health 2015,1602-SW,2015-03-17T13:53:00Z,2015-07-22T10:20:00Z
ABMI Ecosystem Health 2015,1603-NE,2015-03-19T09:42:00Z,2015-07-31T13:42:00Z
ABMI Ecosystem Health 2015,1603-NW,2015-03-19T10:19:00Z,2015-07-03T12:24:00Z
ABMI Ecosystem Health 2015,1603-SE,2015-03-19T11:11:00Z,2015-09-10T09:34:00Z
ABMI Ecosystem Health 2015,1603-SW,2015-03-19T11:44:00Z,2015-09-10T09:40:00Z
ABMI Ecosystem Health 2017,1604-NE,2017-02-04T10:59:00Z,2017-07-24T12:24:00Z
ABMI Ecosystem Health 2017,1604-NW,2017-02-04T10:12:00Z,2017-07-24T11:41:00Z
ABMI Ecosystem Health 2017,1604-SE,2017-02-04T12:10:00Z,2017-07-24T14:37:00Z
ABMI Ecosystem Health 2017,1604-SW,2017-02-03T19:16:00Z,2017-02-15T13:00:00Z
ABMI Ecosystem Health 2017,1605-NE,2017-02-02T16:36:00Z,2017-07-25T09:35:00Z
ABMI Ecosystem Health 2017,1605-NW,2017-02-02T18:01:00Z,2017-05-16T23:00:00Z
ABMI Ecosystem Health 2017,1605-SE,2017-02-06T15:51:00Z,2017-07-25T10:03:00Z
ABMI Ecosystem Health 2017,1605-SW,2017-02-02T18:56:00Z,2017-06-07T19:18:00Z
ABMI Ecosystem Health 2017,1606-NE,2017-02-06T13:20:00Z,2017-06-11T16:49:00Z
ABMI Ecosystem Health 2017,1606-NW,2017-02-06T11:50:00Z,2017-07-25T14:49:00Z
ABMI Ecosystem Health 2017,1606-SE,2017-02-06T14:19:00Z,2017-07-25T13:19:00Z
ABMI Ecosystem Health 2017,1606-SW,2017-02-06T10:10:00Z,2017-07-25T14:05:00Z
ABMI Ecosystem Health 2018,1607-NE,2018-02-16T10:19:00Z,2018-06-09T21:00:00Z
ABMI Ecosystem Health 2018,1607-SW,2018-02-16T11:15:00Z,2018-05-30T23:00:00Z
ABMI Ecosystem Health 2018,1608-NE,2018-01-18T11:23:00Z,2018-06-18T13:42:00Z
ABMI Ecosystem Health 2018,1608-SW,2018-01-18T10:13:00Z,2018-06-18T17:38:00Z
ABMI Ecosystem Health 2018,1609-NE,NA,NA
ABMI Ecosystem Health 2018,1609-SW,2018-01-19T10:49:00Z,2018-06-19T10:53:00Z
ABMI Ecosystem Health 2016,1610-NE,2016-03-02T12:07:00Z,2016-07-24T12:19:00Z
ABMI Ecosystem Health 2016,1610-NW,2016-03-02T13:50:00Z,2016-07-24T12:53:00Z
ABMI Ecosystem Health 2016,1610-SE,2016-03-02T12:22:00Z,2016-07-24T11:54:00Z
ABMI Ecosystem Health 2016,1610-SW,2016-03-02T13:22:00Z,2016-07-24T12:38:00Z
ABMI Ecosystem Health 2016,1611-NE,2016-03-02T16:34:00Z,2016-07-21T13:27:00Z
ABMI Ecosystem Health 2016,1611-NW,2016-03-02T15:51:00Z,2016-07-21T12:33:00Z
ABMI Ecosystem Health 2016,1611-SE,2016-03-02T17:06:00Z,2016-07-21T13:12:00Z
ABMI Ecosystem Health 2016,1611-SW,2016-03-02T15:19:00Z,2016-07-21T13:07:00Z
ABMI Ecosystem Health 2016,1612B-NE,2016-03-04T16:26:00Z,2016-07-26T14:20:00Z
ABMI Ecosystem Health 2016,1612B-NW,2016-03-04T17:00:00Z,2016-07-26T13:53:00Z
ABMI Ecosystem Health 2016,1612B-SE,2016-03-04T14:51:00Z,2016-07-26T12:52:00Z
ABMI Ecosystem Health 2016,1612B-SW,2016-03-04T15:33:00Z,2016-03-06T04:55:00Z
ABMI Ecosystem Health 2015,1618-NE,2015-03-21T11:59:00Z,2015-06-22T09:30:00Z
ABMI Ecosystem Health 2015,1618-NW,2015-03-21T09:50:00Z,2015-07-23T12:35:00Z
ABMI Ecosystem Health 2015,1618-SE,2015-03-21T11:10:00Z,2015-07-23T11:30:00Z
ABMI Ecosystem Health 2015,1618-SW,2015-03-21T09:05:00Z,2015-07-23T11:53:00Z
ABMI Ecosystem Health 2015,1620-NE,2015-03-19T15:46:00Z,2015-07-24T11:29:00Z
ABMI Ecosystem Health 2015,1620-NW,2015-03-19T15:13:00Z,2015-07-15T11:39:00Z
ABMI Ecosystem Health 2015,1620-SE,2015-03-19T14:21:00Z,2015-07-24T12:43:00Z
ABMI Ecosystem Health 2015,1620-SW,2015-03-19T13:41:00Z,2015-07-24T12:10:00Z
ABMI Ecosystem Health 2017,1621-NE,2017-02-03T12:26:00Z,2017-07-23T10:36:00Z
ABMI Ecosystem Health 2017,1621-NW,2017-02-03T10:56:00Z,2017-07-23T09:57:00Z
ABMI Ecosystem Health 2017,1621-SE,2017-02-03T14:14:00Z,2017-07-23T11:19:00Z
ABMI Ecosystem Health 2017,1621-SW,2017-02-03T15:35:00Z,2017-07-21T09:12:00Z
ABMI Ecosystem Health 2017,1622-NE,2017-02-05T11:29:00Z,2017-07-23T13:06:00Z
ABMI Ecosystem Health 2017,1622-NW,2017-02-05T14:03:00Z,2017-07-23T12:27:00Z
ABMI Ecosystem Health 2017,1622-SE,2017-02-05T10:19:00Z,2017-07-23T13:24:00Z
ABMI Ecosystem Health 2017,1622-SW,2017-02-05T15:45:00Z,2017-07-23T12:42:00Z
ABMI Ecosystem Health 2017,1623-NE,2017-02-04T17:29:00Z,2017-07-22T10:26:00Z
ABMI Ecosystem Health 2017,1623-NW,2017-02-04T18:36:00Z,2017-07-22T11:44:00Z
ABMI Ecosystem Health 2017,1623-SE,2017-02-04T16:25:00Z,2017-07-22T09:46:00Z
ABMI Ecosystem Health 2017,1623-SW,2017-02-04T18:36:00Z,2017-07-22T11:44:00Z
ABMI Ecosystem Health 2018,1624-NE,2018-01-18T14:24:00Z,2018-06-19T15:03:00Z
ABMI Ecosystem Health 2018,1624-SW,2018-01-18T15:49:00Z,2018-06-02T21:41:00Z
ABMI Ecosystem Health 2018,1625-NE,2018-01-18T18:22:00Z,2018-06-20T10:17:00Z
ABMI Ecosystem Health 2018,1625-SW,2018-01-18T17:35:00Z,2018-06-20T11:09:00Z
ABMI Ecosystem Health 2018,1626-NE,2018-01-19T13:55:00Z,2018-06-20T12:35:00Z
ABMI Ecosystem Health 2018,1626-SW,2018-01-25T12:25:00Z,2018-06-20T14:18:00Z
ABMI Ecosystem Health 2016,1627B-NE,2016-03-03T13:13:00Z,2016-07-21T13:40:00Z
ABMI Ecosystem Health 2016,1627B-NW,2016-03-03T11:32:00Z,2016-05-18T12:36:00Z
ABMI Ecosystem Health 2016,1627B-SE,2016-03-03T12:41:00Z,2016-07-22T13:58:00Z
ABMI Ecosystem Health 2016,1627B-SW,2016-03-02T21:30:00Z,2016-06-01T08:01:00Z
ABMI Ecosystem Health 2016,1628-NE,2016-03-03T15:32:00Z,2016-07-23T13:08:00Z
ABMI Ecosystem Health 2016,1628-NW,2016-03-03T16:38:00Z,2016-07-23T13:40:00Z
ABMI Ecosystem Health 2016,1628-SE,2016-03-03T14:54:00Z,2016-07-23T12:33:00Z
ABMI Ecosystem Health 2016,1628-SW,2016-03-03T16:17:00Z,2016-07-23T13:56:00Z
ABMI Ecosystem Health 2016,1629-NE,2016-03-04T12:47:00Z,2016-07-23T15:13:00Z
ABMI Ecosystem Health 2016,1629-NW,2016-03-04T13:20:00Z,2016-06-23T20:13:00Z
ABMI Ecosystem Health 2016,1629-SE,2016-03-04T11:17:00Z,2016-07-02T19:46:00Z
ABMI Ecosystem Health 2016,1629-SW,2016-03-04T11:58:00Z,2016-07-25T12:57:00Z
ABMI Ecosystem Health 2015,1635-NE,2015-03-18T12:46:00Z,2015-07-21T01:45:00Z
ABMI Ecosystem Health 2015,1635-NW,2015-03-18T13:01:00Z,2015-09-10T11:36:00Z
ABMI Ecosystem Health 2015,1635-SE,2015-03-18T11:53:00Z,2015-06-05T22:21:00Z
ABMI Ecosystem Health 2015,1635-SW,2015-03-18T10:50:00Z,2015-09-10T12:00:00Z
ABMI Ecosystem Health 2015,1636-NE,2015-03-18T15:14:00Z,2015-07-26T13:09:00Z
ABMI Ecosystem Health 2015,1636-NW,2015-03-18T15:53:00Z,2015-07-26T12:38:00Z
ABMI Ecosystem Health 2015,1636-SE,2015-03-18T17:03:00Z,2015-07-26T11:05:00Z
ABMI Ecosystem Health 2015,1636-SW,2015-03-18T16:30:00Z,2015-05-27T15:29:00Z
ABMI Ecosystem Health 2015,1637-NE,2015-03-20T12:22:00Z,2015-07-27T10:26:00Z
ABMI Ecosystem Health 2015,1637-NW,2015-03-20T13:01:00Z,2015-07-27T11:16:00Z
ABMI Ecosystem Health 2015,1637-SE,2015-03-20T10:45:00Z,2015-07-27T11:46:00Z
ABMI Ecosystem Health 2015,1637-SW,2015-03-20T11:25:00Z,2015-07-27T12:12:00Z
ABMI Ecosystem Health 2017,1638-NE,2017-02-01T14:11:00Z,2017-07-19T13:26:00Z
ABMI Ecosystem Health 2017,1638-NW,2017-02-01T15:10:00Z,2017-06-28T10:42:00Z
ABMI Ecosystem Health 2017,1638-SE,2017-02-01T11:23:00Z,2017-05-31T19:00:00Z
ABMI Ecosystem Health 2017,1638-SW,NA,NA
ABMI Ecosystem Health 2017,1639-NE,2017-02-01T18:15:00Z,2017-05-05T15:32:00Z
ABMI Ecosystem Health 2017,1639-NW,2017-02-02T11:02:00Z,2017-05-10T19:25:00Z
ABMI Ecosystem Health 2017,1639-SE,2017-02-02T14:10:00Z,2017-07-20T12:49:00Z
ABMI Ecosystem Health 2017,1639-SW,2017-02-02T12:30:00Z,2017-07-20T17:15:00Z
ABMI Ecosystem Health 2017,1640-NE,2017-03-15T13:03:00Z,2017-07-21T13:47:00Z
ABMI Ecosystem Health 2017,1640-NW,2017-03-15T12:27:00Z,2017-07-21T11:29:00Z
ABMI Ecosystem Health 2017,1640-SE,2017-03-15T11:06:00Z,2017-07-21T12:49:00Z
ABMI Ecosystem Health 2017,1640-SW,2017-03-15T11:44:00Z,2017-07-21T10:34:00Z
ABMI Ecosystem Health 2018,1641-NE,2018-02-14T13:18:00Z,2018-06-22T11:19:00Z
ABMI Ecosystem Health 2018,1641-SW,NA,NA
ABMI Ecosystem Health 2018,1642-NE,2018-01-25T17:16:00Z,2018-02-05T15:00:00Z
ABMI Ecosystem Health 2018,1642-SW,2018-01-25T16:22:00Z,2018-06-21T10:54:00Z
ABMI Ecosystem Health 2018,1643-NE,2018-01-26T01:27:00Z,2018-06-22T01:30:00Z
ABMI Ecosystem Health 2018,1643-SW,2018-01-25T14:40:00Z,2018-06-21T13:57:00Z
ABMI Ecosystem Health 2016,1644-NE,2016-03-05T14:44:00Z,2016-06-01T23:34:00Z
ABMI Ecosystem Health 2016,1644-NW,2016-03-05T15:27:00Z,2016-05-31T21:15:00Z
ABMI Ecosystem Health 2016,1644-SE,2016-03-05T14:07:00Z,2016-07-19T22:44:00Z
ABMI Ecosystem Health 2016,1644-SW,2016-03-05T16:46:00Z,2016-06-20T21:59:00Z
ABMI Ecosystem Health 2016,1645-NE,2016-03-05T11:26:00Z,2016-07-21T14:45:00Z
ABMI Ecosystem Health 2016,1645-NW,2016-03-05T10:43:00Z,2016-07-21T15:29:00Z
ABMI Ecosystem Health 2016,1645-SE,2016-03-05T12:43:00Z,2016-07-21T14:05:00Z
ABMI Ecosystem Health 2016,1645-SW,2016-03-05T12:15:00Z,2016-05-26T16:09:00Z
ABMI Ecosystem Health 2017,1647-NE,2017-03-21T13:25:00Z,2017-07-28T14:15:00Z
ABMI Ecosystem Health 2017,1647-NW,2017-03-21T14:34:00Z,2017-07-28T15:15:00Z
ABMI Ecosystem Health 2017,1647-SE,2017-03-21T12:23:00Z,2017-07-28T11:02:00Z
ABMI Ecosystem Health 2017,1647-SW,2017-03-21T11:26:00Z,2017-07-28T12:14:00Z
ABMI Ecosystem Health 2018,1648-NE,2017-10-27T12:16:00Z,2018-07-02T17:57:00Z
ABMI Ecosystem Health 2018,1648-NW,2017-10-27T11:31:00Z,2018-07-02T12:58:00Z
ABMI Ecosystem Health 2018,1648-SE,2017-10-27T14:34:00Z,2017-12-18T03:00:00Z
ABMI Ecosystem Health 2018,1648-SW,NA,NA
ABMI Ecosystem Health 2018,1649-NE,2017-10-28T09:25:00Z,2018-07-03T11:45:00Z
ABMI Ecosystem Health 2018,1649-NW,2017-10-28T10:04:00Z,2018-07-03T13:03:00Z
ABMI Ecosystem Health 2018,1649-SE,2017-10-28T11:19:00Z,2018-07-06T14:51:00Z
ABMI Ecosystem Health 2018,1649-SW,2017-10-28T12:08:00Z,2018-06-27T03:00:00Z
ABMI Ecosystem Health 2018,1650-NE,2017-10-28T16:10:00Z,2018-06-02T18:05:00Z
ABMI Ecosystem Health 2018,1650-NW,2017-10-28T15:34:00Z,2018-05-20T00:04:00Z
ABMI Ecosystem Health 2018,1650-SE,2017-10-28T14:19:00Z,2018-07-04T11:54:00Z
ABMI Ecosystem Health 2018,1650-SW,2017-10-28T15:00:00Z,2018-07-04T10:53:00Z
ABMI Ecosystem Health 2016,1651-NE,2016-03-04T11:06:00Z,2016-06-29T01:00:00Z
ABMI Ecosystem Health 2016,1651-NW,2016-03-04T12:13:00Z,2016-07-20T11:41:00Z
ABMI Ecosystem Health 2016,1651-SE,2016-03-04T10:12:00Z,2016-07-20T12:29:00Z
ABMI Ecosystem Health 2016,1651-SW,2016-03-04T12:47:00Z,2016-07-04T21:25:00Z
ABMI Ecosystem Health 2016,1652-NE,2016-03-05T12:05:00Z,2016-07-21T12:48:00Z
ABMI Ecosystem Health 2016,1652-NW,2016-03-05T10:45:00Z,2016-07-21T13:56:00Z
ABMI Ecosystem Health 2016,1652-SE,2016-03-05T14:46:00Z,2016-03-21T19:35:00Z
ABMI Ecosystem Health 2016,1652-SW,2016-03-04T18:33:00Z,2016-04-30T13:35:00Z
ABMI Ecosystem Health 2016,1653-NE,2016-03-06T12:25:00Z,2016-07-22T13:00:00Z
ABMI Ecosystem Health 2016,1653-NW,2016-03-06T11:37:00Z,2016-06-29T16:26:00Z
ABMI Ecosystem Health 2016,1653-SE,2016-03-06T13:55:00Z,2016-07-22T13:43:00Z
ABMI Ecosystem Health 2016,1653-SW,2016-03-06T13:10:00Z,2016-07-22T14:09:00Z
ABMI Ecosystem Health 2018,1656-NE,NA,NA
ABMI Ecosystem Health 2018,1656-NW,NA,NA
ABMI Ecosystem Health 2018,1656-SE,2017-10-26T12:40:00Z,2018-07-05T12:02:00Z
ABMI Ecosystem Health 2018,1656-SW,2017-10-26T14:00:00Z,2018-07-05T10:28:00Z
