location,project,VegHF,SoilHF,VegForDetectionDistance
14-SW,ABMI Ecosystem Health 2015,PineR,NA,Conif
1500-NE,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1500-NW,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,HF
1500-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1500-SW,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1501-NE,ABMI Ecosystem Health 2016,GrassHerb,BlO,Water
1501-SE,ABMI Ecosystem Health 2016,CultivationRoughPasture,CultivationRoughPasture,HF
1502-NE,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1502-NW,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1502-SE,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1502-SW,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1506-NE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1506-NW,ABMI Ecosystem Health 2015,GrassHerb,UNK,HF
1506-SE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1506-SW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1510-NE,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,HF
1510-NW,ABMI Ecosystem Health 2015,Decid6,TB,Decid
1510-SE,ABMI Ecosystem Health 2015,Mixedwood7,Lo,Conif
1510-SW,ABMI Ecosystem Health 2015,GrassHerb,TB,Grass
1511-NE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1511-NW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1511-SE,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,Water
1511-SW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1512-NE,ABMI Ecosystem Health 2015,Marsh,Lo,HF
1512-NW,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1512-SE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1512-SW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1513-NE,ABMI Ecosystem Health 2017,CultivationTamePasture,CultivationTamePasture,HF
1513-NW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1513-NW-b,ABMI Ecosystem Health 2017,CultivationTamePasture,CultivationTamePasture,HF
1513-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1513-SW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1514-NE,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1514-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1514-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1514-SW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1515-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1515-NW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1515-SE,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1515-SW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1516-NE,ABMI Ecosystem Health 2018,CultivationTamePasture,CultivationTamePasture,HF
1516-SW,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1517-NE,ABMI Ecosystem Health 2018,Marsh,NA,WetGrass
1517-SW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1519-NE,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1519-NW,ABMI Ecosystem Health 2016,GrassHerb,Lo,HF
1519-SE,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1519-SW,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,HF
1520-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1520-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1520-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1520-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1521-NE,ABMI Ecosystem Health 2016,GrassHerb,Lo,HF
1521-NW,ABMI Ecosystem Health 2016,GrassHerb,Lo,HF
1521-SE,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1521-SW,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,Water
1525B-NE,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,Grass
1525B-NW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1525B-SE,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,Grass
1525B-SW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1526-NE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1526-NW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1526-SE,ABMI Ecosystem Health 2015,GrassHerb,Sa,Grass
1526-SW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1529-NE,ABMI Ecosystem Health 2015,Pine7,NA,Conif
1529-NW,ABMI Ecosystem Health 2015,Pine7,NA,Conif
1529-SE,ABMI Ecosystem Health 2015,Pine6,NA,Conif
1529-SW,ABMI Ecosystem Health 2015,Decid6,NA,Decid
1530-NE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1530-NW,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,Grass
1530-SE,ABMI Ecosystem Health 2015,GrassHerb,Gr,Grass
1530-SW,ABMI Ecosystem Health 2015,GrassHerb,LtcR,Grass
1531-NE,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1531-NW,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1531-SE,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1531-SW,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1532-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1532-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1532-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1532-SW,ABMI Ecosystem Health 2017,RuralResidentialIndustrial,RuralResidentialIndustrial,HF
1533-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1533-NW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1533-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1533-SW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1534-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1534-NW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1534-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1534-SW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1535-NE,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1535-SW,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1536-NE,ABMI Ecosystem Health 2018,CultivationTamePasture,CultivationTamePasture,HF
1536-SW,ABMI Ecosystem Health 2018,CultivationTamePasture,CultivationTamePasture,HF
1537-NE,ABMI Ecosystem Health 2018,Marsh,NA,WetGrass
1537-SW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1538-NE,ABMI Ecosystem Health 2016,GrassHerb,Sy,Grass
1538-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1538-SE,ABMI Ecosystem Health 2016,GrassHerb,Sy,Water
1538-SW,ABMI Ecosystem Health 2016,GrassHerb,Sy,Grass
1539-NE,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,HF
1539-NW,ABMI Ecosystem Health 2016,WellSite,WellSite,HF
1539-SE,ABMI Ecosystem Health 2016,CultivationTamePasture,CultivationTamePasture,HF
1539-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1540-NE,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1540-NW,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1540-SE,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1540-SW,ABMI Ecosystem Health 2016,GrassHerb,UNK,HF
1544-NE,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1544-NW,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1544-SE,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1544-SW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1545-NE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1545-NW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1545-SE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1545-SW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1546-NE,ABMI Ecosystem Health 2017,Shrub,NA,Shrub
1546-NW,ABMI Ecosystem Health 2017,Shrub,NA,Shrub
1546-SE,ABMI Ecosystem Health 2017,Shrub,NA,Shrub
1546-SW,ABMI Ecosystem Health 2017,Shrub,NA,Shrub
1547-NW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1547-SW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
154-NE,ABMI Ecosystem Health 2017,Pine2,NA,Conif
154-NW,ABMI Ecosystem Health 2017,Pine2,NA,Conif
154-SE,ABMI Ecosystem Health 2017,Pine2,NA,Conif
154-SW,ABMI Ecosystem Health 2017,Pine2,NA,Conif
1550-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1550-NW,ABMI Ecosystem Health 2016,GrassHerb,Lo,HF
1550-SE,ABMI Ecosystem Health 2016,GrassHerb,Lo,HF
1550-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1551-NE,ABMI Ecosystem Health 2016,GrassHerb,Sa,Grass
1551-NW,ABMI Ecosystem Health 2016,GrassHerb,Sa,Grass
1551-SE,ABMI Ecosystem Health 2016,Shrub,LtcR,Grass
1551-SW,ABMI Ecosystem Health 2016,GrassHerb,LtcR,Grass
1552-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1552-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1552-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1552-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1556-NE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1556-NW,ABMI Ecosystem Health 2015,RoadVegetatedVerge,RoadVegetatedVerge,HF
1556-SE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1556-SW,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,HF
1557-NE,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,HF
1557-NW,ABMI Ecosystem Health 2015,GrassHerb,Sy,Grass
1557-SE,ABMI Ecosystem Health 2015,GrassHerb,UNK,Grass
1557-SW,ABMI Ecosystem Health 2015,GrassHerb,Sy,Grass
1558-NE,ABMI Ecosystem Health 2015,GrassHerb,TB,Grass
1558-NW,ABMI Ecosystem Health 2015,GrassHerb,Ov,Grass
1558-SE,ABMI Ecosystem Health 2015,GrassHerb,TB,Grass
1558-SW,ABMI Ecosystem Health 2015,GrassHerb,Ov,Grass
1559-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1559-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1559-SE,ABMI Ecosystem Health 2017,Marsh,Lo,WetGrass
1559-SW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1560-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1560-NW,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1560-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1560-SW,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1562-NE,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1562-SW,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1564-NE,ABMI Ecosystem Health 2018,Bare,NA,Grass
1564-NW,ABMI Ecosystem Health 2018,Spruce9,NA,Conif
1564-SE,ABMI Ecosystem Health 2018,Spruce9,NA,Conif
1564-SW,ABMI Ecosystem Health 2018,Shrub,NA,Shrub
1565-NE,ABMI Ecosystem Health 2018,Spruce5,NA,Conif
1565-NW,ABMI Ecosystem Health 2018,Pine6,NA,Conif
1565-SE,ABMI Ecosystem Health 2018,Decid5,NA,Decid
1565-SW,ABMI Ecosystem Health 2018,Pine5,NA,Conif
1566-NE,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1566-NW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1566-SE,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1566-SW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1567-NE,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1567-NW,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1567-SE,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1567-SW,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1568-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1568-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,Grass
1568-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1568-SW,ABMI Ecosystem Health 2016,CultivationTamePasture,CultivationTamePasture,HF
1569-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1569-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1569-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1569-SW,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,HF
1573-NE,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1573-NW,ABMI Ecosystem Health 2015,UrbanIndustrial,UrbanIndustrial,HF
1573-SE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1573-SW,ABMI Ecosystem Health 2015,RoadVegetatedVerge,RoadVegetatedVerge,HF
1574-NE,ABMI Ecosystem Health 2015,Shrub,Sa,Shrub
1574-NW,ABMI Ecosystem Health 2015,Shrub,Sa,Shrub
1574-SE,ABMI Ecosystem Health 2015,GrassHerb,Sa,Grass
1574-SW,ABMI Ecosystem Health 2015,GrassHerb,Sa,Grass
1575-NE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1575-NW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1575-SE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1575-SW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1576-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1576-NW,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1576-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1576-SW,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1577-NE,ABMI Ecosystem Health 2017,GrassHerb,Li,Grass
1577-NW,ABMI Ecosystem Health 2017,GrassHerb,LtcH,Grass
1577-SE,ABMI Ecosystem Health 2017,WellSite,WellSite,HF
1577-SW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1578-NE,ABMI Ecosystem Health 2017,Marsh,LtcH,WetGrass
1578-NW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1578-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1578-SW,ABMI Ecosystem Health 2017,ShrubbySwamp,LtcH,Shrub
1579-NE,ABMI Ecosystem Health 2017,GrassHerb,Ov,Grass
1579-NE,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1579-NW,ABMI Ecosystem Health 2017,Marsh,LtcR,WetGrass
1579-SE,ABMI Ecosystem Health 2017,CultivationRoughPasture,CultivationRoughPasture,HF
1579-SW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1579-SW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1580-NE,ABMI Ecosystem Health 2018,Pine5,NA,Conif
1580-SW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1581-NE,ABMI Ecosystem Health 2018,Spruce6,NA,Conif
1581-NW,ABMI Ecosystem Health 2018,Spruce8,NA,Conif
1581-SE,ABMI Ecosystem Health 2018,Spruce7,NA,Conif
1581-SW,ABMI Ecosystem Health 2018,Spruce7,NA,Conif
1584-NE,ABMI Ecosystem Health 2016,GrassHerb,Lo,HF
1584-NW,ABMI Ecosystem Health 2016,GrassHerb,Lo,HF
1584-SE,ABMI Ecosystem Health 2016,Shrub,Lo,Shrub
1584-SW,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1585-NE,ABMI Ecosystem Health 2016,RoadHardSurface,RoadHardSurface,HF
1585-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1585-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1585-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1586-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1586-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1586-SE,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1586-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1590-NE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1590-NW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1590-SE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1590-SW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1591-NE,ABMI Ecosystem Health 2015,RoadVegetatedVerge,RoadVegetatedVerge,HF
1591-NW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1591-SE,ABMI Ecosystem Health 2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF
1591-SW,ABMI Ecosystem Health 2015,TransmissionLine,TransmissionLine,HF
1592-NE,ABMI Ecosystem Health 2015,RuralResidentialIndustrial,RuralResidentialIndustrial,HF
1592-NW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1592-SW,ABMI Ecosystem Health 2015,RoadVegetatedVerge,RoadVegetatedVerge,HF
1593-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1593-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1593-SE,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1593-SW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1594-NE,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1594-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1594-SE,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1594-SW,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1595-NE,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1595-NW,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1595-SE,ABMI Ecosystem Health 2016,GrassHerb,LenA,Grass
1595-SW,ABMI Ecosystem Health 2016,GrassHerb,Lo,Grass
1596-NE,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1596-NW,ABMI Ecosystem Health 2018,CultivationTamePasture,CultivationTamePasture,HF
1596-SE,ABMI Ecosystem Health 2018,CultivationRoughPasture,CultivationRoughPasture,HF
1596-SW,ABMI Ecosystem Health 2018,CultivationTamePasture,CultivationTamePasture,HF
1597-NE,ABMI Ecosystem Health 2017,Shrub,SwG,Shrub
1597-NE,ABMI Ecosystem Health 2018,Shrub,NA,Shrub
1597-NW,ABMI Ecosystem Health 2017,Shrub,SwG,Shrub
1597-SE,ABMI Ecosystem Health 2017,Shrub,Li,Shrub
1597-SW,ABMI Ecosystem Health 2017,Shrub,SwG,Shrub
1597-SW,ABMI Ecosystem Health 2018,Shrub,NA,Shrub
1598-NE,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1598-NW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1598-SE,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1598-SW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
15-NE,ABMI Ecosystem Health 2015,Mixedwood4,NA,Decid
15-NW,ABMI Ecosystem Health 2015,TreedSwamp4,NA,Water
15-SE,ABMI Ecosystem Health 2015,Decid4,NA,Decid
15-SW,ABMI Ecosystem Health 2015,Decid4,NA,Decid
1601-NE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1601-NW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1601-SE,ABMI Ecosystem Health 2015,GrassHerb,Li,Grass
1601-SW,ABMI Ecosystem Health 2015,GrassHerb,Li,Grass
1602-NE,ABMI Ecosystem Health 2015,GrassHerb,Sy,Grass
1602-NW,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,Grass
1602-SE,ABMI Ecosystem Health 2015,GrassHerb,Sy,Grass
1602-SW,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,Grass
1603-NE,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1603-NW,ABMI Ecosystem Health 2015,CultivationCrop,CultivationCrop,HF
1603-SE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1603-SW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1604-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1604-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1604-SE,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1604-SW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1605-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1605-NW,ABMI Ecosystem Health 2017,WellSite,WellSite,HF
1605-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1605-SW,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1606-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1606-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1606-SE,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
1606-SW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1607-NE,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1607-SW,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1608-NE,ABMI Ecosystem Health 2018,RoadVegetatedVerge,RoadVegetatedVerge,HF
1608-SW,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1609-NE,ABMI Ecosystem Health 2018,Reservoir,Reservoir,Water
1609-SW,ABMI Ecosystem Health 2018,Marsh,NA,WetGrass
1610-NE,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,HF
1610-NW,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,HF
1610-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1610-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1611-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1611-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1611-SE,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,HF
1611-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1612B-NE,ABMI Ecosystem Health 2016,CultivationRoughPasture,CultivationRoughPasture,HF
1612B-NW,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1612B-SE,ABMI Ecosystem Health 2016,CultivationRoughPasture,CultivationRoughPasture,HF
1612B-SW,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1618-NE,ABMI Ecosystem Health 2015,GrassHerb,Li,Grass
1618-NW,ABMI Ecosystem Health 2015,GrassHerb,Li,HF
1618-SE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1618-SW,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1620-NE,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
1620-NW,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1620-SE,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,Grass
1620-SW,ABMI Ecosystem Health 2015,CultivationTamePasture,CultivationTamePasture,HF
1621-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1621-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1621-SE,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1621-SW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1622-NE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1622-NW,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1622-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1622-SW,ABMI Ecosystem Health 2017,GrassHerb,Li,Grass
1623-NE,ABMI Ecosystem Health 2017,GrassHerb,Li,Grass
1623-NW,ABMI Ecosystem Health 2017,GrassHerb,Li,Grass
1623-SE,ABMI Ecosystem Health 2017,CultivationCrop,CultivationCrop,HF
1623-SW,ABMI Ecosystem Health 2017,GrassHerb,Lo,Grass
1624-NE,ABMI Ecosystem Health 2018,Marsh,NA,WetGrass
1624-SW,ABMI Ecosystem Health 2018,GrassHerb,NA,Grass
1625-NE,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1625-SW,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
1626-NE,ABMI Ecosystem Health 2018,Water,Water,Water
1626-SW,ABMI Ecosystem Health 2018,CultivationTamePasture,CultivationTamePasture,HF
1627B-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1627B-NW,ABMI Ecosystem Health 2016,GrassHerb,UNK,Grass
1627B-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1627B-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1628-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1628-NW,ABMI Ecosystem Health 2016,RoadTrailVegetated,RoadTrailVegetated,HF
1628-SE,ABMI Ecosystem Health 2016,GrassHerb,UNK,Water
1628-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
1629-NE,ABMI Ecosystem Health 2016,CultivationRoughPasture,CultivationRoughPasture,Grass
1629-NW,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
1629-SE,ABMI Ecosystem Health 2016,CultivationRoughPasture,CultivationRoughPasture,Grass
1629-SW,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
